0.000000 0.000000 0.000000 0.762501 1.177538 0.000000 0.000000 0.000000 0.955146 0.000000 1.177538 0.000000 0.000000 0.000000 0.762501 0.303069 0.303069 0.762501 0.440573 2.177538 0.062061 0.762501 2.177538 0.000000 1.762501 0.303069 0.000000 0.955146 0.000000 0.062061 0.000000 0.762501 0.762501 0.000000 0.000000 1.177538 0.000000 0.000000 0.000000 0.000000 0.592576 0.440573 0.955146 0.000000 0.000000 1.440573 0.000000 0.592576 1.177538 0.177538 0.592576 0.000000 0.592576 0.000000 0.000000 0.000000 0.177538 0.000000 0.000000 0.762501 0.955146 0.303069 0.303069 0.000000 1.762501 0.303069 0.762501 0.440573 0.762501 0.440573 2.177538 0.062061 0.303069 0.762501 2.177538 0.000000 2.177538 0.000000 1.762501 0.000000 0.303069 0.000000 1.177538 0.955146 0.000000 0.079236 0.062061 0.762501 0.000000 0.000000 0.000000 0.592576 0.440573 0.000000 1.440573 0.000000 0.592576 0.177538 0.592576 0.592576 0.000000 0.000000 0.177538 0.000000 0.955146 0.303069 0.000000 1.762501 0.762501 0.440573 0.303069 0.000000 0.000000 1.177538 0.000000
0.807355 0.000000 0.669851 0.000000 0.000000 0.736966 0.881356 0.605721 0.000000 1.222392 0.000000 0.881356 0.605721 0.736966 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.428843 0.000000 0.000000 0.605721 0.000000 0.000000 0.000000 0.000000 0.807355 0.000000 0.669851 0.000000 0.000000 1.129283 0.000000 0.000000 0.736966 0.000000 0.881356 0.605721 0.000000 0.000000 0.000000 0.485427 1.222392 0.000000 1.428843 0.000000 0.000000 0.000000 0.000000 0.881356 0.000000 0.959358 0.605721 1.129283 0.000000 0.736966 0.669851 0.000000 0.000000 0.000000 0.000000 1.222392 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.428843 0.000000 0.000000 0.000000 0.605721 0.000000 0.605721 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.205010 0.000000 0.000000 1.129283 0.000000 0.000000 0.000000 0.000000 0.485427 0.000000 1.428843 0.000000 0.000000 0.000000 0.000000 0.959358 1.129283 0.000000 0.669851 0.000000 0.000000 1.222392 0.000000 0.000000 0.000000 0.000000 0.605721 0.000000 0.000000 0.000000
0.885357 0.000000 0.747854 0.000000 0.000000 0.814968 0.959358 0.683724 0.000000 1.300395 0.000000 0.959358 0.683724 0.814968 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.683724 3.207286 0.000000 0.000000 0.000000 0.885357 0.000000 0.747854 0.000000 0.000000 1.207286 0.000000 0.000000 0.814968 0.000000 0.959358 0.683724 0.000000 0.000000 0.000000 0.563429 1.300395 0.000000 1.506846 0.000000 0.000000 0.000000 0.000000 0.959358 0.000000 1.037361 0.683724 0.000000 0.000000 0.814968 0.747854 0.000000 0.000000 0.000000 0.000000 1.300395 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.683724 0.000000 0.683724 3.207286 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.283013 0.000000 0.000000 1.207286 0.000000 0.000000 0.000000 0.000000 0.563429 0.000000 1.506846 0.000000 0.000000 0.000000 0.000000 1.037361 0.000000 0.000000 0.747854 0.000000 0.000000 1.300395 0.000000 0.000000 0.000000 0.000000 0.683724 0.000000 0.000000 0.000000
0.000000 0.000000 0.000000 0.984893 0.000000 0.000000 0.000000 0.000000 1.177538 0.078003 1.399931 0.000000 0.000000 0.000000 0.984893 0.525461 0.525461 0.984893 0.662965 2.399931 0.284453 0.984893 2.399931 0.000000 1.984893 0.525461 0.000000 1.177538 0.000000 0.284453 0.000000 0.984893 0.984893 0.000000 0.177538 0.000000 0.000000 0.177538 0.000000 0.000000 0.814968 0.662965 1.177538 0.000000 0.078003 0.000000 0.000000 0.814968 1.399931 0.399931 0.814968 0.000000 0.814968 0.000000 0.000000 0.000000 0.399931 0.000000 0.000000 0.984893 1.177538 0.525461 0.525461 0.000000 1.984893 0.525461 0.984893 0.662965 0.984893 0.662965 2.399931 0.284453 0.525461 0.984893 2.399931 0.000000 0.000000 0.000000 1.984893 0.000000 0.525461 0.000000 1.399931 1.177538 0.000000 0.060620 0.284453 0.984893 0.000000 0.177538 0.177538 0.814968 0.662965 0.000000 0.000000 0.000000 0.814968 0.399931 0.814968 0.814968 0.000000 0.000000 0.399931 0.000000 1.177538 0.525461 0.000000 1.984893 0.984893 0.662965 0.525461 0.000000 0.000000 1.399931 0.000000
0.733354 0.000000 0.595851 0.000000 0.000000 0.662965 0.807355 0.531720 0.000000 1.148392 0.000000 0.807355 0.531720 0.662965 0.000000 1.595851 0.000000 0.000000 0.000000 0.000000 1.354843 0.000000 0.000000 0.531720 0.000000 0.000000 0.000000 0.000000 0.733354 0.000000 0.595851 0.000000 0.000000 1.055282 0.000000 0.000000 0.662965 0.000000 0.807355 0.531720 0.000000 0.000000 0.000000 0.411426 1.148392 0.000000 1.354843 0.000000 0.000000 0.000000 0.000000 0.807355 0.000000 0.885357 0.531720 1.055282 0.000000 0.662965 0.595851 0.000000 0.000000 1.595851 0.000000 1.148392 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.354843 0.000000 0.000000 0.000000 0.531720 0.000000 0.531720 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.256541 0.000000 0.000000 1.055282 0.000000 0.000000 0.000000 0.000000 0.411426 0.000000 1.354843 0.000000 0.000000 0.000000 0.000000 0.885357 1.055282 0.000000 0.595851 0.000000 0.000000 1.148392 0.000000 0.000000 0.000000 0.000000 0.531720 0.000000 0.000000 0.000000
0.000000 0.243484 0.000000 1.167757 1.582795 0.000000 0.000000 0.000000 1.360402 0.260867 1.582795 0.000000 0.000000 0.000000 1.167757 0.708326 0.708326 1.167757 0.845829 0.000000 0.467317 1.167757 0.000000 0.000000 0.000000 0.708326 0.000000 1.360402 0.000000 0.467317 0.000000 1.167757 1.167757 0.000000 0.360402 1.582795 0.000000 0.360402 0.000000 0.000000 0.997832 0.845829 1.360402 0.000000 0.260867 1.845829 0.000000 0.997832 1.582795 0.582795 0.997832 0.000000 0.997832 0.000000 0.000000 0.167757 0.582795 0.000000 0.000000 1.167757 1.360402 0.708326 0.708326 0.000000 2.167757 0.708326 1.167757 0.845829 1.167757 0.845829 0.000000 0.467317 0.708326 1.167757 0.000000 0.000000 0.000000 0.000000 0.000000 4.167757 0.708326 0.000000 0.000000 1.360402 0.000000 0.000000 0.467317 1.167757 0.000000 0.360402 0.360402 0.997832 0.845829 0.000000 1.845829 0.000000 0.997832 0.582795 0.997832 0.997832 0.000000 0.167757 0.582795 0.000000 1.360402 0.708326 0.000000 2.167757 1.167757 0.845829 0.708326 0.000000 4.167757 0.000000 0.000000
0.411426 0.597578 0.000000 0.000000 0.000000 0.341037 0.000000 0.209792 0.000000 0.000000 0.000000 0.000000 0.209792 0.341037 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.209792 0.000000 0.000000 0.000000 0.000000 0.411426 1.032915 0.000000 0.000000 0.000000 0.733354 0.925999 0.000000 0.341037 0.925999 0.000000 0.209792 1.563429 1.411426 0.000000 0.089498 0.000000 0.000000 0.000000 1.563429 0.000000 1.148392 1.563429 0.000000 1.563429 0.563429 0.209792 0.733354 1.148392 0.341037 0.273923 0.000000 0.000000 0.000000 1.273923 0.000000 0.000000 0.000000 0.000000 0.000000 1.733354 0.000000 0.000000 0.000000 1.273923 0.000000 0.000000 0.209792 0.000000 0.209792 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.032915 0.000000 0.733354 0.925999 0.925999 1.563429 1.411426 0.089498 0.000000 0.000000 1.563429 1.148392 1.563429 1.563429 0.563429 0.733354 1.148392 0.273923 0.000000 1.273923 0.000000 0.000000 1.733354 0.000000 1.273923 0.209792 0.000000 0.000000 0.000000
0.595851 0.000000 0.458347 0.000000 0.000000 0.525461 0.669851 0.394217 0.000000 1.010888 0.000000 0.000000 0.394217 0.525461 0.000000 1.458347 1.458347 0.000000 1.595851 0.000000 1.217339 0.000000 0.000000 0.394217 0.000000 1.458347 0.000000 0.000000 0.595851 0.000000 0.458347 0.000000 0.000000 0.917779 0.000000 0.000000 0.525461 0.000000 0.669851 0.394217 0.000000 0.000000 0.000000 0.273923 1.010888 0.000000 1.217339 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.747854 0.394217 0.917779 0.000000 0.525461 0.458347 0.000000 0.000000 1.458347 0.000000 1.010888 0.000000 1.458347 0.000000 1.595851 0.000000 0.000000 0.000000 1.217339 0.000000 0.000000 0.000000 0.394217 0.000000 0.394217 0.000000 0.000000 1.458347 0.000000 0.000000 0.000000 0.000000 0.341430 0.000000 0.000000 0.917779 0.000000 0.000000 0.000000 0.000000 0.273923 0.000000 1.217339 0.000000 0.000000 0.000000 0.000000 0.747854 0.917779 0.000000 0.458347 0.000000 0.000000 1.010888 0.000000 0.000000 0.000000 0.000000 0.394217 0.000000 0.000000 0.000000
1.733354 0.000000 1.595851 0.000000 0.000000 1.662965 0.000000 1.531720 0.000000 0.000000 0.000000 0.000000 1.531720 1.662965 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.531720 0.000000 0.000000 0.000000 0.000000 1.733354 0.000000 1.595851 0.000000 0.000000 0.000000 0.000000 0.000000 1.662965 0.000000 0.000000 1.531720 0.000000 0.000000 0.000000 1.411426 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.885357 1.531720 0.000000 0.000000 1.662965 1.595851 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.531720 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.478933 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.411426 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.885357 0.000000 0.000000 1.595851 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.595851 0.234514 0.458347 0.000000 0.000000 0.525461 0.669851 0.394217 0.000000 0.000000 0.000000 0.669851 0.394217 0.525461 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.394217 0.000000 0.000000 0.000000 0.000000 0.595851 1.217339 0.458347 0.000000 0.000000 0.917779 1.110424 0.000000 0.525461 1.110424 0.669851 0.394217 0.000000 0.000000 0.000000 0.273923 0.000000 0.000000 1.217339 0.000000 0.000000 0.000000 0.000000 0.669851 0.000000 0.747854 0.394217 0.000000 1.332816 0.525461 0.458347 0.000000 0.000000 0.000000 0.000000 1.010888 0.000000 0.000000 0.000000 0.000000 0.000000 1.595851 0.000000 0.000000 1.458347 0.000000 0.000000 0.394217 0.000000 0.394217 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.217339 0.000000 0.917779 1.110424 1.110424 0.000000 0.000000 0.273923 0.000000 1.217339 0.000000 0.000000 0.000000 0.000000 0.747854 0.000000 1.332816 0.458347 0.000000 0.000000 1.010888 0.000000 0.000000 1.595851 1.458347 0.394217 0.000000 0.000000 0.000000
